"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","celltype"
2.90268330542991e-47,0.976564016880123,0.375,0.246,3.14941138639145e-43,"TMEM165","Astrocyte"
4.04066364175158e-47,-0.719775434908619,0.233,0.384,4.38412005130046e-43,"CIRBP","Astrocyte"
4.36441597220764e-47,-1.40550395345573,0.102,0.219,4.73539132984529e-43,"GRIK1","Astrocyte"
7.11272455464981e-47,0.845827828861363,0.447,0.323,7.71730614179504e-43,"MT3","Astrocyte"
9.75078696672108e-47,0.846105726132796,0.426,0.294,1.05796038588924e-42,"SPOCK1","Astrocyte"
1.08998744176551e-46,-0.485778622652169,0.365,0.545,1.18263637431558e-42,"NCKAP5","Astrocyte"
2.0111402226572e-46,-0.49164997673293,0.354,0.526,2.18208714158306e-42,"DOCK4","Astrocyte"
3.39326705237437e-46,-0.713455318730279,0.223,0.372,3.68169475182619e-42,"FYN","Astrocyte"
3.64275586160224e-46,-1.10279751353448,0.103,0.221,3.95239010983844e-42,"ATP1B2","Astrocyte"
4.06095262461462e-46,-1.01386771257183,0.106,0.227,4.40613359770687e-42,"LHFP","Astrocyte"
4.1432537367284e-46,-1.08428899099858,0.132,0.257,4.49543030435031e-42,"COL5A3","Astrocyte"
5.72752629301626e-46,-0.755415346225872,0.195,0.338,6.21436602792264e-42,"CAMTA1","Astrocyte"
1.72190411767882e-45,-1.01197218798846,0.119,0.242,1.86826596768152e-41,"PLPP3","Astrocyte"
2.73742107369453e-45,-0.881927319840835,0.143,0.274,2.97010186495856e-41,"ASAP1","Astrocyte"
4.15938629256469e-45,-0.740687520056761,0.18,0.321,4.51293412743269e-41,"USP39","Astrocyte"
6.63068301173599e-45,1.0744494987126,0.291,0.169,7.19429106773355e-41,"SORT1","Astrocyte"
1.07064432704372e-44,-0.868792944930417,0.14,0.269,1.16164909484243e-40,"TTC28","Astrocyte"
1.51814720715787e-44,-1.08839999176621,0.103,0.22,1.64718971976629e-40,"OXR1","Astrocyte"
1.55055033484845e-44,-0.997670872387501,0.14,0.265,1.68234711331057e-40,"GRIK2","Astrocyte"
2.18939581511739e-44,-1.10596026023317,0.099,0.213,2.37549445940237e-40,"FAM171B","Astrocyte"
2.52884977737608e-44,-0.990731040414291,0.104,0.222,2.74380200845305e-40,"RFX4","Astrocyte"
4.02673429831471e-44,-1.19758857245791,0.239,0.361,4.36900671367146e-40,"CSMD1","Astrocyte"
8.78370628203554e-44,-0.856233341115647,0.149,0.279,9.53032131600856e-40,"IMMP2L","Astrocyte"
2.25211551844665e-43,-0.763413192439865,0.18,0.316,2.44354533751461e-39,"ADCY2","Astrocyte"
2.52349506141263e-43,-1.26178459962344,0.135,0.252,2.7379921416327e-39,"FGF12","Astrocyte"
5.96098693913414e-43,-0.904005244090333,0.131,0.254,6.46767082896054e-39,"RSRP1","Astrocyte"
9.90526914837649e-43,-0.940546370510962,0.11,0.226,1.07472170259885e-38,"SOBP","Astrocyte"
1.29932317188678e-42,-1.39693702212527,0.098,0.204,1.40976564149716e-38,"SEMA5A","Astrocyte"
1.71327325643967e-42,-0.97016034865621,0.107,0.222,1.85890148323705e-38,"LRIG1","Astrocyte"
1.86212381619915e-42,-0.250435620428499,0.968,0.985,2.02040434057608e-38,"PCDH9","Astrocyte"
2.41252268038265e-42,-0.991501535648257,0.102,0.215,2.61758710821517e-38,"MSRA","Astrocyte"
2.84555189079925e-42,-0.630201993589953,0.186,0.324,3.08742380151718e-38,"PARD3","Astrocyte"
5.44605298883798e-42,-0.78646289362008,0.278,0.415,5.9089674928892e-38,"NOVA1","Astrocyte"
7.85942802980119e-42,0.757785233003433,0.434,0.306,8.52747941233429e-38,"FRYL","Astrocyte"
1.05333069226148e-41,-0.875346240527858,0.128,0.249,1.1428638011037e-37,"ZFHX4","Astrocyte"
4.47254958740817e-41,0.986874837716051,0.298,0.18,4.85271630233786e-37,"AATK","Astrocyte"
5.61469370263403e-41,-0.729161212869917,0.171,0.301,6.09194266735792e-37,"PON2","Astrocyte"
1.3791908540592e-40,-0.940453930057864,0.106,0.219,1.49642207665423e-36,"BTBD9","Astrocyte"
1.51041334070581e-40,-1.15964806458339,0.118,0.229,1.6387984746658e-36,"SGCZ","Astrocyte"
4.35435542531139e-40,-0.847018368977159,0.15,0.273,4.72447563646286e-36,"CHL1","Astrocyte"
6.44741275167164e-40,0.801930302793907,0.38,0.256,6.99544283556373e-36,"CERCAM","Astrocyte"
1.18501517900095e-39,-0.856252112641965,0.128,0.245,1.28574146921603e-35,"ARNT2","Astrocyte"
5.7970084926322e-39,-0.822921461632849,0.153,0.274,6.28975421450594e-35,"TRIO","Astrocyte"
2.87300440928105e-38,-0.513049451493046,0.313,0.462,3.11720978406994e-34,"ZSWIM6","Astrocyte"
3.27348115204288e-38,-0.796057330723218,0.149,0.268,3.55172704996652e-34,"FBXL17","Astrocyte"
3.81885135935794e-38,-0.802792428962475,0.123,0.238,4.14345372490336e-34,"AC012593.1","Astrocyte"
5.25088835944203e-38,-0.510032947670681,0.281,0.427,5.6972138699946e-34,"AKT3","Astrocyte"
6.08677259705851e-38,-1.10301831632238,0.237,0.352,6.60414826780848e-34,"KCNIP4","Astrocyte"
6.6175950013841e-38,-1.02512161461162,0.166,0.278,7.18009057650175e-34,"SNTG1","Astrocyte"
8.28568671732934e-38,-0.441841294709191,0.33,0.483,8.98997008830234e-34,"GPHN","Astrocyte"
1.02187808996225e-37,-0.670806067797302,0.183,0.311,1.10873772760904e-33,"EXOC4","Astrocyte"
1.87234914796156e-37,-0.914581104654436,0.129,0.239,2.03149882553829e-33,"LRRTM3","Astrocyte"
6.54520694572577e-37,-0.767914160677882,0.169,0.29,7.10154953611246e-33,"CPEB4","Astrocyte"
7.63653559492534e-37,-0.893086148663558,0.115,0.222,8.28564112049399e-33,"SMARCA2","Astrocyte"
9.65814241574177e-37,-0.310698339219658,0.691,0.836,1.04790845210798e-32,"MAGI2","Astrocyte"
1.23386297977588e-36,-0.836798814861342,0.112,0.219,1.33874133305683e-32,"PHACTR1","Astrocyte"
1.46696600430177e-36,-0.646379093027181,0.191,0.315,1.59165811466742e-32,"GALNT13","Astrocyte"
1.56602467736107e-36,1.09992249067485,0.217,0.117,1.69913677493676e-32,"PACS2","Astrocyte"
6.95217189568819e-36,-0.864960044527317,0.106,0.21,7.54310650682169e-32,"SAMD4A","Astrocyte"
9.94129008137835e-36,-0.997705905838793,0.152,0.261,1.07862997382955e-31,"DAB1","Astrocyte"
1.07593527392442e-35,-0.684074999815601,0.213,0.338,1.16738977220799e-31,"GRM3","Astrocyte"
1.53542786888087e-35,-0.993681290326259,0.101,0.201,1.66593923773574e-31,"ABHD2","Astrocyte"
3.45799395333378e-35,-0.602959216180809,0.2,0.326,3.75192343936716e-31,"SGIP1","Astrocyte"
3.58409155218877e-35,1.12916562939267,0.205,0.109,3.88873933412481e-31,"TMEM259","Astrocyte"
5.79655714504418e-35,-0.704966181369592,0.158,0.275,6.28926450237294e-31,"SBF2","Astrocyte"
6.13979828775218e-35,0.894077750769435,0.298,0.187,6.66168114221112e-31,"CNDP1","Astrocyte"
6.54459558981391e-35,-0.789134421675213,0.124,0.232,7.1008862149481e-31,"ZNF518A","Astrocyte"
1.58673349787948e-34,0.606670925760316,0.449,0.328,1.72160584519923e-30,"PEX5L","Astrocyte"
1.49149102862409e-33,-0.609539175002327,0.205,0.328,1.61826776605714e-29,"MAGI1","Astrocyte"
2.74412312425059e-33,-0.622890791655733,0.219,0.341,2.97737358981189e-29,"PPFIA2","Astrocyte"
2.8429200046536e-33,-0.980205231989074,0.12,0.22,3.08456820504916e-29,"CNTNAP5","Astrocyte"
3.32202549590035e-33,-0.58329208075095,0.253,0.378,3.60439766305188e-29,"FCHSD2","Astrocyte"
3.84321700886239e-33,-0.738195100707983,0.145,0.255,4.1698904546157e-29,"PRKD1","Astrocyte"
6.90365050857511e-33,-0.95153178060942,0.129,0.229,7.49046080180399e-29,"PLPPR1","Astrocyte"
1.09046890927274e-32,1.04873756189309,0.224,0.128,1.18315876656092e-28,"LAMP1","Astrocyte"
1.15061366138356e-32,1.00765211866599,0.213,0.118,1.24841582260116e-28,"CDK18","Astrocyte"
1.71112781044123e-32,0.992286693453856,0.259,0.161,1.85657367432873e-28,"CSRP1","Astrocyte"
1.95793353490849e-32,0.46605572258285,0.692,0.639,2.12435788537571e-28,"GPM6B","Astrocyte"
8.43408861705289e-32,-1.00365275013159,0.137,0.235,9.15098614950238e-28,"DCC","Astrocyte"
8.59794450019854e-32,-0.651958316648811,0.164,0.275,9.32876978271542e-28,"NFAT5","Astrocyte"
1.3178714023869e-31,-0.686898432667245,0.129,0.233,1.42989047158978e-27,"DGKG","Astrocyte"
3.84970861753858e-31,0.816432173090877,0.344,0.242,4.17693385002936e-27,"DIP2B","Astrocyte"
7.2730006763261e-31,0.894124482052435,0.305,0.205,7.89120573381382e-27,"PRNP","Astrocyte"
8.43293709822786e-31,0.954242901944598,0.248,0.151,9.14973675157723e-27,"TTYH2","Astrocyte"
1.00053174827023e-30,-0.784249724095031,0.119,0.217,1.0855769468732e-26,"GAREM1","Astrocyte"
2.9618983492533e-30,-0.672425981554841,0.169,0.277,3.21365970893983e-26,"NEGR1","Astrocyte"
3.30009279404152e-30,-0.570972279116741,0.211,0.328,3.58060068153505e-26,"EIF4G3","Astrocyte"
5.87923163112172e-30,-0.747501319389491,0.134,0.234,6.37896631976707e-26,"SUMF1","Astrocyte"
2.35776819124606e-29,0.638576708245142,0.416,0.313,2.55817848750197e-25,"PTMA","Astrocyte"
2.72485728100558e-29,-0.769060598345201,0.135,0.232,2.95647014989105e-25,"ABLIM1","Astrocyte"
3.16023195555126e-29,-0.622503137020799,0.22,0.333,3.42885167177311e-25,"KIF13A","Astrocyte"
7.06954747809871e-29,-0.736474757788403,0.15,0.25,7.6704590137371e-25,"MAP2","Astrocyte"
8.28290820796281e-29,-0.818777407223302,0.111,0.202,8.98695540563964e-25,"CDH2","Astrocyte"
1.15195924732876e-28,-0.71145414361212,0.139,0.238,1.24987578335171e-24,"C20orf194","Astrocyte"
1.65464131123463e-28,-0.634341142556439,0.15,0.252,1.79528582268957e-24,"POU2F1","Astrocyte"
2.01253690333611e-28,0.803702171926018,0.294,0.195,2.18360254011968e-24,"SEPP1","Astrocyte"
3.44137148912975e-28,0.483527426730099,0.469,0.353,3.73388806570578e-24,"RNF220","Astrocyte"
1.00974796931854e-27,1.02065388690478,0.231,0.144,1.09557654671062e-23,"HP1BP3","Astrocyte"
1.20451713059494e-27,-0.338334054548283,0.377,0.51,1.30690108669551e-23,"MACF1","Astrocyte"
1.34745222582255e-27,-0.330970020765512,0.367,0.507,1.46198566501747e-23,"N4BP2L2","Astrocyte"
1.46086092658096e-27,0.716024451939383,0.304,0.204,1.58503410534034e-23,"LINC00844","Astrocyte"
5.29132433071626e-27,-0.715629883194333,0.142,0.236,5.74108689882714e-23,"MYO5A","Astrocyte"
6.13919164130108e-27,-0.768434325762064,0.204,0.302,6.66102293081168e-23,"CSMD3","Astrocyte"
6.99197541205031e-27,-0.595575956528589,0.186,0.29,7.58629332207459e-23,"TAOK3","Astrocyte"
3.97770669540177e-26,-0.614600757366925,0.165,0.265,4.31581176451092e-22,"NBEA","Astrocyte"
4.12095616342898e-26,-0.470571416422667,0.235,0.347,4.47123743732044e-22,"BAZ2B","Astrocyte"
4.97874724636434e-26,-0.474427036443971,0.298,0.411,5.40194076230531e-22,"DMD","Astrocyte"
7.00509028317985e-26,-0.320570611491737,0.433,0.572,7.60052295725013e-22,"FMNL2","Astrocyte"
8.11474131462783e-26,0.858324618833723,0.278,0.189,8.8044943263712e-22,"PLXNB1","Astrocyte"
1.39904187806356e-25,0.497590850000785,0.43,0.326,1.51796043769897e-21,"MAP7","Astrocyte"
1.5963463613173e-25,-0.681273883473367,0.115,0.203,1.73203580202927e-21,"MAPK8","Astrocyte"
1.60279159624938e-25,-0.604183953810664,0.157,0.253,1.73902888193058e-21,"PCM1","Astrocyte"
1.61321837794243e-25,-0.658011052728558,0.13,0.221,1.75034194006754e-21,"RAD51B","Astrocyte"
2.00497026957037e-25,0.890919943142314,0.232,0.147,2.17539274248385e-21,"APBB1","Astrocyte"
2.0878338380944e-25,-0.696854305327084,0.116,0.203,2.26529971433243e-21,"GPR75-ASB3","Astrocyte"
4.47637860054458e-25,-0.639382498126668,0.15,0.243,4.85687078159087e-21,"ZHX2","Astrocyte"
4.64742716408687e-25,-0.46482336980531,0.244,0.353,5.04245847303425e-21,"ADD3","Astrocyte"
9.03922075321829e-25,-0.782098873133299,0.116,0.2,9.80755451724184e-21,"ATRNL1","Astrocyte"
1.44838962332815e-24,-0.570017132371626,0.159,0.255,1.57150274131105e-20,"NAV3","Astrocyte"
1.89477368124501e-24,-0.709179880043251,0.116,0.201,2.05582944415083e-20,"PLEKHA7","Astrocyte"
2.1899358392474e-24,-0.642251994644183,0.14,0.23,2.37608038558343e-20,"RBFOX2","Astrocyte"
2.37821844897429e-24,0.859294497889336,0.263,0.177,2.58036701713711e-20,"ITPKB","Astrocyte"
3.46277349160744e-24,0.922145213597604,0.24,0.158,3.75710923839407e-20,"GDI1","Astrocyte"
4.33053168329823e-24,-0.452150753122426,0.264,0.376,4.69862687637858e-20,"DOCK3","Astrocyte"
4.70026927355174e-24,-0.827227091919032,0.139,0.224,5.09979216180364e-20,"PPP1R14A","Astrocyte"
5.45935142061031e-24,-0.446351946571797,0.253,0.361,5.92339629136219e-20,"JMJD1C","Astrocyte"
5.63835545941242e-24,-0.407010943018056,0.298,0.416,6.11761567346247e-20,"TJP1","Astrocyte"
1.89880110718024e-23,0.426278268106245,0.419,0.309,2.06019920129056e-19,"SHTN1","Astrocyte"
2.00340545340627e-23,-0.816737583562893,0.138,0.222,2.1736949169458e-19,"PDE1A","Astrocyte"
2.49833557783327e-23,-0.748751615944862,0.12,0.203,2.7106941019491e-19,"ACSS1","Astrocyte"
3.65533252147694e-23,-0.453074768573182,0.223,0.326,3.96603578580248e-19,"NF1","Astrocyte"
4.41129932487104e-23,-0.602737833583084,0.144,0.233,4.78625976748508e-19,"TTC17","Astrocyte"
7.58043320267882e-23,-0.446444358898696,0.185,0.283,8.22477002490652e-19,"PPP3CA","Astrocyte"
7.91466621900542e-23,-0.593995370131765,0.142,0.228,8.58741284762089e-19,"BRAF","Astrocyte"
1.24651708099918e-22,0.750770041111166,0.302,0.218,1.35247103288411e-18,"PHLDB1","Astrocyte"
1.84855786238316e-22,0.733159092418928,0.226,0.144,2.00568528068573e-18,"ABCA8","Astrocyte"
2.03018823551174e-22,-0.419023000847347,0.231,0.334,2.20275423553024e-18,"ARID1B","Astrocyte"
2.3026896012704e-22,-0.471729867198593,0.188,0.285,2.49841821737838e-18,"RABGAP1L","Astrocyte"
3.06324179442059e-22,-0.478978283712692,0.207,0.306,3.32361734694634e-18,"MED13L","Astrocyte"
3.08745295591613e-22,-0.244633940581772,0.854,0.927,3.349886457169e-18,"CADM2","Astrocyte"
3.32180243240941e-22,-0.659874351725336,0.132,0.215,3.60415563916421e-18,"ARHGAP32","Astrocyte"
3.59237398456363e-22,-0.256986673321753,0.408,0.534,3.89772577325154e-18,"TCF4","Astrocyte"
4.97321612510562e-22,-0.538297866930099,0.147,0.235,5.3959394957396e-18,"FER","Astrocyte"
6.61119183034036e-22,0.411683772758773,0.431,0.33,7.17314313591929e-18,"CNP","Astrocyte"
7.04761894462963e-22,-0.524676529075035,0.178,0.271,7.64666655492315e-18,"RFX3","Astrocyte"
7.7503488371169e-22,-0.749768252632314,0.127,0.207,8.40912848827184e-18,"HS3ST5","Astrocyte"
8.18210064778779e-22,-0.540858764303529,0.142,0.228,8.87757920284975e-18,"BACH2","Astrocyte"
1.05357854396497e-21,-0.606886328902188,0.132,0.215,1.14313272020199e-17,"EHBP1","Astrocyte"
1.24224677807295e-21,-0.689598748124299,0.127,0.208,1.34783775420915e-17,"SOX2","Astrocyte"
1.27955604590733e-21,-0.504378137942531,0.164,0.254,1.38831830980946e-17,"SCAPER","Astrocyte"
1.53046708764121e-21,-0.557086167896442,0.15,0.237,1.66055679009071e-17,"CLASP1","Astrocyte"
1.77552296287119e-21,-0.58117007904364,0.144,0.229,1.92644241471524e-17,"ACADVL","Astrocyte"
2.06973070232796e-21,-0.492483524744587,0.182,0.275,2.24565781202583e-17,"ZNF280D","Astrocyte"
3.32043125578357e-21,-0.612920578167457,0.126,0.207,3.60266791252518e-17,"ACSL3","Astrocyte"
6.65282959640286e-21,0.25856185582293,0.846,0.837,7.2183201120971e-17,"QKI","Astrocyte"
1.06554011423389e-20,0.549169580322667,0.438,0.353,1.15611102394378e-16,"TMEM144","Astrocyte"
1.51748544759223e-20,-0.423044968601982,0.242,0.341,1.64647171063757e-16,"FNBP1","Astrocyte"
1.81109735667039e-20,-0.561299915270517,0.134,0.215,1.96504063198737e-16,"BCL2","Astrocyte"
2.1404785738027e-20,-0.585030228357753,0.126,0.205,2.32241925257592e-16,"CHCHD3","Astrocyte"
5.89726628214761e-20,-0.442139678681167,0.523,0.585,6.39853391613015e-16,"NLGN1","Astrocyte"
1.34140954860446e-19,-0.558304043746916,0.136,0.214,1.45542936023584e-15,"UBR5","Astrocyte"
1.44771637788159e-19,-0.550096438248366,0.125,0.202,1.57077227000153e-15,"PPP1R12A","Astrocyte"
1.45057238056886e-19,-0.501015449650821,0.191,0.28,1.57387103291721e-15,"RPL10","Astrocyte"
1.76818317227302e-19,0.723935877957585,0.287,0.209,1.91847874191623e-15,"RGCC","Astrocyte"
2.22153846433064e-19,0.559756758316554,0.353,0.271,2.41036923379874e-15,"TUBA1A","Astrocyte"
2.26270813365716e-19,-0.425379481167565,0.215,0.308,2.45503832501802e-15,"SASH1","Astrocyte"
2.75716490952337e-19,-0.671130718822388,0.134,0.209,2.99152392683285e-15,"DSCAML1","Astrocyte"
2.95480836157924e-19,-0.599265401663501,0.133,0.209,3.20596707231348e-15,"RPS25","Astrocyte"
6.91940233089474e-19,-0.422275859381886,0.128,0.205,7.50755152902079e-15,"PTPRM","Astrocyte"
7.32315744868493e-19,0.795497847308366,0.227,0.155,7.94562583182315e-15,"SEPT8","Astrocyte"
7.77798921980132e-19,-0.393787127518253,0.207,0.298,8.43911830348443e-15,"SIPA1L1","Astrocyte"
9.14789518494992e-19,-0.515975443794234,0.154,0.234,9.92546627567066e-15,"BCAN","Astrocyte"
1.19475743371263e-18,-0.517845183230544,0.199,0.283,1.2963118155782e-14,"GRIA4","Astrocyte"
1.44180958403213e-18,-0.544390685069969,0.136,0.212,1.56436339867486e-14,"WDFY2","Astrocyte"
1.86381940004886e-18,0.767279406308216,0.234,0.162,2.02224404905301e-14,"CD81","Astrocyte"
2.31068658606255e-18,-0.408871016047609,0.177,0.262,2.50709494587786e-14,"NKTR","Astrocyte"
3.68562502986686e-18,-0.278453467582785,0.17,0.256,3.99890315740555e-14,"ZFPM2","Astrocyte"
3.73945796745161e-18,-0.452920957759903,0.164,0.246,4.057311894685e-14,"ZNF292","Astrocyte"
3.9600433311161e-18,-0.500348231743849,0.16,0.239,4.29664701426097e-14,"RPL41","Astrocyte"
4.38770005458247e-18,-0.483472206676696,0.377,0.469,4.76065455922198e-14,"NRXN3","Astrocyte"
4.4437668902843e-18,-0.437911167586795,0.158,0.239,4.82148707595847e-14,"ARHGEF4","Astrocyte"
7.27693085644567e-18,-0.556861283005758,0.17,0.248,7.89546997924355e-14,"TANC2","Astrocyte"
7.38411494688423e-18,-0.468417169629606,0.205,0.29,8.01176471736939e-14,"PHACTR3","Astrocyte"
1.20274720152732e-17,0.769418496382875,0.212,0.143,1.30498071365715e-13,"MPHOSPH8","Astrocyte"
1.22137418080628e-17,-0.39321451298834,0.182,0.267,1.32519098617481e-13,"ITFG1","Astrocyte"
1.28650876657575e-17,-0.500515498310132,0.136,0.211,1.39586201173468e-13,"BICD1","Astrocyte"
1.43818039155205e-17,-0.249955151855593,0.302,0.407,1.56042572483398e-13,"NCOA1","Astrocyte"
2.1198338114365e-17,-0.476043717168486,0.164,0.242,2.3000196854086e-13,"ACYP2","Astrocyte"
2.28891268013789e-17,-0.440091028346939,0.165,0.244,2.48347025794961e-13,"ACTG1","Astrocyte"
2.301702636083e-17,0.719087308188838,0.266,0.196,2.49734736015006e-13,"MAT2A","Astrocyte"
2.66736408914028e-17,-0.510155753910296,0.141,0.215,2.8940900367172e-13,"CDKAL1","Astrocyte"
3.02177738434155e-17,-0.405380266325714,0.188,0.271,3.27862846201058e-13,"WDFY3","Astrocyte"
4.49075682314993e-17,-0.404425436605914,0.151,0.229,4.87247115311767e-13,"AHCYL1","Astrocyte"
4.77101400691249e-17,-0.288673082320558,0.246,0.339,5.17655019750005e-13,"SORBS1","Astrocyte"
6.1416938760657e-17,0.613099357119167,0.236,0.164,6.66373785553128e-13,"FAM107B","Astrocyte"
6.39079329554214e-17,0.444476670486194,0.368,0.284,6.93401072566322e-13,"TF","Astrocyte"
6.9710642090629e-17,-0.472760904245916,0.142,0.217,7.56360466683324e-13,"KIDINS220","Astrocyte"
9.7399547518394e-17,-0.488046016171041,0.134,0.207,1.05678509057457e-12,"LRBA","Astrocyte"
1.1319283301501e-16,-0.453777740256636,0.158,0.235,1.22814223821286e-12,"SDCCAG8","Astrocyte"
1.38746277680335e-16,-0.440213902461309,0.19,0.27,1.50539711283164e-12,"FAM172A","Astrocyte"
1.45287209908369e-16,0.520335322474132,0.329,0.255,1.5763662275058e-12,"UBC","Astrocyte"
1.76973317706271e-16,0.730898616827001,0.22,0.154,1.92016049711304e-12,"PREX1","Astrocyte"
1.98454345172636e-16,-0.294220525215479,0.372,0.472,2.15322964512311e-12,"SCD5","Astrocyte"
3.6885623966068e-16,-0.439001427593368,0.182,0.26,4.00209020031838e-12,"SLC9A9","Astrocyte"
4.09470765247615e-16,-0.507148590642579,0.15,0.223,4.44275780293662e-12,"GPATCH8","Astrocyte"
4.18449633330931e-16,-0.448645258718924,0.149,0.222,4.5401785216406e-12,"ZCCHC11","Astrocyte"
4.35743982272337e-16,0.704533552818863,0.261,0.192,4.72782220765486e-12,"MT-CO1","Astrocyte"
4.49223680610738e-16,-0.414448621333107,0.267,0.35,4.87407693462651e-12,"LRRC7","Astrocyte"
7.2128904935707e-16,-0.515996822596752,0.143,0.214,7.82598618552421e-12,"VPS13B","Astrocyte"
8.74613283815252e-16,-0.343685609500275,0.202,0.285,9.48955412939549e-12,"FAF1","Astrocyte"
8.74730060662413e-16,-0.459052225591091,0.154,0.227,9.49082115818718e-12,"ZNF704","Astrocyte"
8.99193992446368e-16,0.678679218196567,0.205,0.14,9.75625481804309e-12,"MAL","Astrocyte"
9.25630329961696e-16,-0.649730979573642,0.286,0.356,1.00430890800844e-11,"MIR219A2","Astrocyte"
1.39459170610653e-15,0.521016914823464,0.499,0.462,1.51313200112559e-11,"DDX17","Astrocyte"
1.44491959081194e-15,-0.437794086380779,0.171,0.246,1.56773775603095e-11,"SETD5","Astrocyte"
1.93257332522167e-15,-0.33914319129539,0.21,0.292,2.09684205786551e-11,"TNRC6A","Astrocyte"
2.04454382696341e-15,-0.523352852319549,0.219,0.297,2.2183300522553e-11,"H3F3B","Astrocyte"
2.136323412972e-15,0.672525986283609,0.225,0.16,2.31791090307462e-11,"SEMA3B","Astrocyte"
2.34725837927887e-15,0.612521417604004,0.263,0.195,2.54677534151758e-11,"DOCK9","Astrocyte"
3.17985390079221e-15,-0.267403292261513,0.329,0.425,3.45014148235955e-11,"ALCAM","Astrocyte"
4.29791859280994e-15,-0.452007036450118,0.341,0.417,4.66324167319878e-11,"MT2A","Astrocyte"
5.17567022987029e-15,-0.48712437871222,0.164,0.234,5.61560219940927e-11,"ATP10B","Astrocyte"
7.2185602214497e-15,-0.432913290364142,0.136,0.203,7.83213784027292e-11,"GTDC1","Astrocyte"
